candidate_id,vtlin_v,vtsat_v,idlin_a,idsat_a,idoff_a,isoff_a,w_min_l_min__toxe,w_min_l_min__vth0,w_min_l_min__u0,w_min_l_min__vsat,w_min_l_min__rdsw,w_min_l_min__nfactor,w_min_l_min__eta0,w_min_l_min__cit,w_min_l_min__voff,w_min_l_min__k2,w_min_l_min__ub,w_min_l_min__uc,w_min_l_min__a0,w_min_l_min__keta,w_min_l_max__toxe,w_min_l_max__vth0,w_min_l_max__u0,w_min_l_max__vsat,w_min_l_max__rdsw,w_min_l_max__nfactor,w_min_l_max__eta0,w_min_l_max__cit,w_min_l_max__voff,w_min_l_max__k2,w_min_l_max__ub,w_min_l_max__uc,w_min_l_max__a0,w_min_l_max__keta,w_max_l_min__toxe,w_max_l_min__vth0,w_max_l_min__u0,w_max_l_min__vsat,w_max_l_min__rdsw,w_max_l_min__nfactor,w_max_l_min__eta0,w_max_l_min__cit,w_max_l_min__voff,w_max_l_min__k2,w_max_l_min__ub,w_max_l_min__uc,w_max_l_min__a0,w_max_l_min__keta,w_max_l_max__toxe,w_max_l_max__vth0,w_max_l_max__u0,w_max_l_max__vsat,w_max_l_max__rdsw,w_max_l_max__nfactor,w_max_l_max__eta0,w_max_l_max__cit,w_max_l_max__voff,w_max_l_max__k2,w_max_l_max__ub,w_max_l_max__uc,w_max_l_max__a0,w_max_l_max__keta
11,0.023896299789923938,0.047481226415814336,0.10751291034303588,0.09240623212070101,0.7956494564291383,0.9667141886851127,9.990281016004642e-10,0.29563502268763714,383.6182246731508,108481.96301283335,153.0747202259541,0.9473176606789886,0.0599686040459045,0.00015497748964285053,-0.14745442783790563,-0.012220809691194441,4.0979222172104556e-18,-0.044597456335343344,1.1671946894940233,-0.05339688143961894,1.154677411649607e-09,0.373158009481155,501.02201010289804,95243.97477273995,232.07186547900514,1.140366879357504,0.0301276592789651,0.0001266422102491211,-0.09177019651454102,0.05083527739546709,2.170676782141283e-18,-0.024892399115142724,0.7801707816347146,-0.01977287357867995,1.0164565934812332e-09,0.24897014633390616,643.1619582302504,136459.00764363038,120.54624720521917,1.0406175699668458,0.04968482211539623,0.0001307225568612096,-0.135232823732291,0.0037590450179730973,3.3152848566794333e-18,-0.04628573034647544,1.3247290609731326,-0.047876486006630845,1.1454337351408966e-09,0.3416011793625319,717.6517463830605,114384.25819880299,179.65427049187414,1.0997526580023576,0.019937394826541468,8.463266716111798e-05,-0.09212552644213995,0.028367596981369515,1.4964264014146147e-18,-0.026491310689466103,1.1995235201886152,-0.01706353064151796
12,0.08254070779190785,0.07247591657642599,0.04188470966819264,0.02903064701093687,0.4785697833361687,0.5083907422644379,9.991799839763558e-10,0.29369900097191076,419.7729642220205,104855.53937519269,159.49961447552676,0.9564664383036713,0.059976723919958196,0.00014908231329323237,-0.1346461861264313,0.006006961316890184,4.0979222172104556e-18,-0.046925663945444236,0.9790943293008667,-0.04801351403440354,1.1552738907641156e-09,0.3752770327565412,501.4675174300148,93433.73145512262,220.93929266227698,1.1422091691221319,0.02213743272461422,0.00010534832265673574,-0.10399637236895598,0.05192747189464005,2.306328668916939e-18,-0.024944968096374445,0.8324225999168079,-0.017084048560922924,1.0089977430674911e-09,0.26037067583735046,643.158163764644,124285.6377007278,120.67743629017981,1.0416753607444058,0.05018527099005374,0.0001310758100000489,-0.11429535205088256,-0.00781526084561255,3.3152848566794333e-18,-0.05398816604995389,1.3588102467343233,-0.05194155545624483,1.146493951572194e-09,0.3399188441262281,718.1703093874295,115578.43108070221,182.37316239204918,1.0996899617089915,0.01990459816597026,7.97323336040234e-05,-0.09221786542124637,0.03692111065754353,1.4964264014146147e-18,-0.025047647981138472,1.1570396860912924,-0.016600654056478724
13,0.0666256688709851,0.058708427010119975,0.06768131290543418,0.015352334458002463,0.7673617661496378,1.3101430385554333,9.991553728497788e-10,0.2938485837680161,421.05297958485994,101291.07747335493,159.90269895229451,0.9534880621251902,0.05998795847635979,0.00015199458653626378,-0.1583033768048352,0.0069018980875045766,4.0979222172104556e-18,-0.04701013552580265,0.9877045214888645,-0.04801351403440354,1.1552738907641156e-09,0.37550596634437844,475.8837061341428,107910.35671663219,220.93246830889188,1.138023559435046,0.02466870772800688,0.00011424635440127783,-0.10364892194878053,0.02675971022272035,2.306328668916939e-18,-0.024951290797461695,0.8360139313436012,-0.02102231044483875,1.0084624925787306e-09,0.2599157828362794,645.2412146923293,124270.63639944902,120.50998726558623,1.0420832780731077,0.05018527099005374,0.00012204277148570467,-0.13302771907322078,-0.007814729009946265,3.3152848566794333e-18,-0.04699882316730891,1.3609263549502686,-0.04758702105439868,1.1377218572693642e-09,0.32208042676064924,683.7114157409669,102462.95945084351,179.5363113667226,1.1083525600719224,0.019976344776761353,7.9675738733949e-05,-0.09582356427830174,0.036606048772210645,1.4964264014146147e-18,-0.025050882014395023,1.1554218288860096,-0.017092599047530934
14,0.29511160797245944,0.2898839509490224,0.035756737369879235,0.040247867515513513,0.2574905635489968,36.41644881799854,9.952120208706314e-10,0.2967143783528174,417.8385352248533,104928.16029131545,151.19684888960717,1.0821850301207916,0.05428948961604193,0.00014901383836118183,-0.1481034492586636,0.007946138095456592,3.742589910188743e-18,-0.04145095253540089,0.9431779117655175,-0.05328944127126406,1.1550110846597286e-09,0.3099431894822634,495.77370441258313,95230.17225745681,231.64904123045747,1.0590708200883783,0.024981656185043024,0.00013042037913058892,-0.12468212815835775,0.05308508832478866,2.82907963670775e-18,-0.012611038433772908,0.9328485143553006,-0.016166354871645236,1.0325681437720657e-09,0.2802115394002447,644.2553344245833,136191.7805616712,99.49358049208482,0.9734234431843275,0.04972430284729072,0.0001307097006353005,-0.1346890100519434,-0.020686641242158847,3.2549993353538205e-18,-0.05511813471196105,1.4332195181145468,-0.047668651843677634,1.1449704581039215e-09,0.3675407381671115,656.8918863684152,114887.15393793289,188.8731164087949,1.0997018989115253,0.017908912103774148,8.085941474599295e-05,-0.10697019122244056,0.04510302345271913,1.2026961967595443e-18,-0.026403264126030702,1.1991458443156608,-0.016083292390556694
15,0.29415173952654017,0.2887711626268858,0.037908989824853474,0.03776028621962069,0.7598381623795216,35.70916102249577,9.953355259296298e-10,0.2967143783528174,393.0376318307242,97902.77716319337,151.0796155967886,1.0821639103276615,0.05428948961604193,0.0001491200237920651,-0.1481034492586636,0.009885534881513735,3.742589910188743e-18,-0.04124928613415174,0.9417821429836757,-0.053074118468413284,1.1371803789070893e-09,0.3099431894822634,495.862662927242,95098.91194078061,231.64904123045747,1.0596187332700158,0.024859127961107154,0.00013042037913058892,-0.12426178527106246,0.0526414520028551,2.82907963670775e-18,-0.012611038433772908,0.9328485143553006,-0.016166354871645236,1.0325681437720657e-09,0.2802115394002447,620.1857646111208,136035.56823993282,99.49358049208482,0.9734234431843275,0.04972430284729072,0.00013216487921611887,-0.09738942617297106,-0.020686641242158847,3.2549993353538205e-18,-0.05511813471196105,1.4332195181145468,-0.05514056176522771,1.1449704581039215e-09,0.3675407381671115,656.6401342137407,100878.51864764316,188.8731164087949,1.1023451079520021,0.017908912103774148,8.098238195810762e-05,-0.10697019122244056,0.04510302345271913,1.2026961967595443e-18,-0.026403264126030702,1.0510578094308083,-0.016083292390556694
16,0.04806912078893792,0.048496539973851865,0.07770685308629825,0.0605040924071475,0.04594116341685102,0.19853652714346554,9.991553728497788e-10,0.29493347193757347,419.7729642220205,108755.27367933978,159.90269895229451,1.0820762732868225,0.059976992608228044,0.00015490573961003535,-0.1289680298238566,-0.011108111681641043,4.0979222172104556e-18,-0.04663185567420169,0.9798986447419734,-0.04801351403440354,1.1546277211056904e-09,0.37522012761450224,501.4675174300148,95243.97477273995,220.72642112785732,1.140366879357504,0.03011006380725111,0.000105346700992841,-0.09185324825699852,0.05301403598714161,2.2003145147143447e-18,-0.02494955509387379,0.8204839472976757,-0.01620505587664831,1.0070984311865852e-09,0.2603705419801075,643.1619582302504,125540.37372099006,120.68734624934802,1.0406175699668458,0.05018527099005374,0.0001307225568612096,-0.135232823732291,-0.007739268884563411,3.3152848566794333e-18,-0.046907313613294185,1.3586974863666326,-0.047876486006630845,1.1454337351408966e-09,0.3417530139523594,718.1703175242827,114856.9895425233,179.48540180370452,1.0996823467924104,0.01990470403772306,7.943656730401772e-05,-0.09212689603816843,0.028367596981369515,1.4964264014146147e-18,-0.025047522396868638,1.1995235201886152,-0.01706353064151796
17,0.06825859058587685,0.10766949585476508,0.05949908853197744,0.023906295168175093,0.10150463279518315,0.5886033842013243,9.995427277800493e-10,0.2817120491038788,419.7729642220205,101759.20976313512,123.63870471463913,1.0799956461445708,0.059936707771664204,0.0001551221746014088,-0.12028433838524387,-0.00297812079430374,4.0979222172104556e-18,-0.04551278063392665,0.8713864342724489,-0.04801351403440354,1.1141290087360954e-09,0.3738529282765378,501.78582001943374,79407.11602211633,239.87898721530195,1.111298782423921,0.030111548791948294,0.00014509470919477695,-0.06833337939749566,0.04730202074906795,2.306328668916939e-18,-0.01450080835852836,0.9197287596780932,-0.016940575932535173,1.007668672975749e-09,0.2734445446828951,643.7612670306296,125540.37372099006,120.62501449247576,1.0404215743431815,0.05018527099005374,0.00013863193059285593,-0.14756526696426786,-0.007814729009946265,3.3152848566794333e-18,-0.04690736450497313,1.359280355094459,-0.047876486006630845,1.1431535305262932e-09,0.3356785124909085,718.1703175242827,112097.0088789453,171.47064105956144,1.0990322068254241,0.019960366574416945,8.077707116006077e-05,-0.08172940340948993,0.03677206645078257,1.4964264014146147e-18,-0.025049760340726316,1.3403767989910274,-0.005838671798484541
18,0.06149324337740963,0.08906129129276157,0.05579808987083166,0.012787994497138754,0.11153869676119979,0.547503907749755,9.598765623176951e-10,0.2950088107699774,458.3166616312932,103703.98316963133,159.90269895229451,1.0799324298279824,0.05997972894839469,0.00013850973140068477,-0.1352572248979066,0.02226890868937678,4.0979222172104556e-18,-0.041033031169546756,0.9961329894606481,-0.05065713595062509,1.1829931110770116e-09,0.37528544489629423,501.4675174300148,93369.34641872515,221.39866910500945,1.140366879357504,0.030460110177698778,0.000105346700992841,-0.09182524552953071,0.052631493322507106,2.306328668916939e-18,-0.024895505921305097,0.9619299789888099,-0.017443395429753865,1.0089499601835155e-09,0.261601774213498,643.1619582302504,125540.37372099006,122.10109050735312,1.0596593239515288,0.05018527099005374,0.00011980191534938554,-0.1346198787430306,-0.0077732648540161636,3.3152848566794333e-18,-0.04692986543766462,1.342591235757758,-0.05177983380875584,1.1454074140583823e-09,0.33980940807544613,718.1703175242827,121063.59559310549,179.48540180370452,1.104835783178458,0.019907272149893428,6.519647024004484e-05,-0.09560814430843272,0.03690555957141328,1.4964264014146147e-18,-0.02519978664097333,1.2323590669018982,-0.016611910178013913
19,0.040521392087701696,0.07757511755462984,0.044053375189348966,0.01669712539968695,0.7167954010586629,1.478311504169981,9.983875271844994e-10,0.2934062378436778,419.7729642220205,101353.01045913616,159.82649923620363,1.2228443096709851,0.05997933979057047,0.00015490573961003535,-0.1556636514238362,0.0071763265703045235,4.0979222172104556e-18,-0.04701013552580265,0.847460156969077,-0.0480062624332117,1.1335975543226922e-09,0.3877715030566693,501.4675174300148,95243.97477273995,221.60634677399662,1.1392606313001785,0.035207842635687187,0.000105346700992841,-0.09185324825699852,0.050789330920598647,2.306328668916939e-18,-0.02473611765855647,0.8205503190362555,-0.020993656882107622,1.0137445698939473e-09,0.24815984872778632,626.8354468861129,125531.33004455917,120.74960390290711,1.0407228983114971,0.05018194411817661,0.00011524048224983277,-0.1346655400880261,-0.007814729009946265,3.3152848566794333e-18,-0.04690736450497313,1.328564620843361,-0.041970896163416774,1.1449922083298114e-09,0.3409038770145991,718.1703175242827,114619.87939420203,179.31771408488544,1.0996823467924104,0.018984936972888382,7.952524579917956e-05,-0.09249903062137636,0.037059335840337895,1.4964264014146147e-18,-0.026471951613652036,1.1998143443459182,-0.014308840257597303
20,0.05494897032664134,0.05033144110326219,0.0456876906214132,0.022772964938215477,0.15431783940646715,0.200461047856815,9.991553728497788e-10,0.2949594578967894,427.31303347393884,104951.92826494582,159.90269895229451,0.9535905422466637,0.06000644347831157,0.00015486300498245877,-0.1350270280688071,0.00797972894839469,4.0979222172104556e-18,-0.04032647893102938,0.9799275122989021,-0.04801351403440354,1.1552738907641156e-09,0.37522012761450224,501.4675174300148,95190.55089965768,220.9406849873826,1.143681954298673,0.024650563833896657,0.000105346700992841,-0.08672268034632957,0.051210113428391664,2.306328668916939e-18,-0.024944968096374445,0.8331005848563009,-0.023109974060350966,1.0077013237312178e-09,0.2602972844907442,641.0550194848811,125556.19831545313,98.08775121718132,1.065093483031069,0.05018527099005374,9.98758617896189e-05,-0.13061190436859035,-0.007814729009946265,3.3152848566794333e-18,-0.04690736450497313,1.3609263549502686,-0.04787682427730523,1.1454026365666834e-09,0.3418271854541016,718.0912210918683,106923.91108081362,183.53020582609577,1.0996823467924104,0.019928814332246678,7.996313946426972e-05,-0.09199455649415995,0.03699134317944458,1.4964264014146147e-18,-0.022203852765032065,1.2267340749335927,-0.01706353064151796
21,0.29384878104829687,0.2883620492731591,0.03483583615250736,0.034333607374639474,0.6645590165902812,35.71840538151942,9.953355259296298e-10,0.27709885484082164,392.9976197419901,98038.41968713686,153.10542241169935,1.0780726274537307,0.05428948961604193,0.00015380541383181557,-0.1481034492586636,0.009969806915128426,3.742589910188743e-18,-0.044594995384089384,1.1631172296383157,-0.053074118468413284,1.1642220386047263e-09,0.3099431894822634,495.862662927242,90140.22165272175,231.64904123045747,1.0596187332700158,0.03450300754270504,0.0001076425285305592,-0.12426178527106246,0.0526414520028551,2.82907963670775e-18,-0.012374343814007673,0.9328485143553006,-0.01981270040787673,1.0166643549296377e-09,0.2598482270470869,627.3795689629666,136454.4786336007,99.49358049208482,0.9734234431843275,0.04971481565821202,0.00013216487921611887,-0.09738942617297106,-0.02007097663267137,3.2549993353538205e-18,-0.05574416736589233,1.4441048912594878,-0.055047824370250915,1.1449704581039215e-09,0.36766146269808575,656.968044064001,100878.51864764316,188.78557096210298,1.1023451079520021,0.017908912103774148,7.467461290515509e-05,-0.10697019122244056,0.04547931794851996,1.2026961967595443e-18,-0.026378571227969726,1.0510578094308083,-0.01605494545832649
